Regulator Name	Regulator Type	Regulator Subtype	Regulator HGNC Symbol	Regulator Database	Regulator ID	Regulator Compartment	Regulator Compartment ID	Regulated Name	Regulated Type	Regulated Subtype	Regulated HGNC Symbol	Regulated Database	Regulated ID	Regulated Compartment	Regulated Compartment ID	Sign	Connection Type	Mechanism	Site	Cell Line	Cell Type	Tissue Type	Organism	Score	Source	Statements	Paper IDs	
HER2	Protein				P04626			PD-L1	Protein			uniprot	Q9NZQ7			negative	I	NONE		cellosaurus:CVCL_0532						Therefore , we further tested whether affinity tuned HER2 CAR-T cells equipped with PD-L1 CCR could inhibit the growth of PD-L1 solid tumors .	PMC7607631	
PD-L1	Protein				Q9NZQ7			HER2	Protein			uniprot	P04626			positive	I	NONE		cellosaurus:CVCL_0532						Additionally , PD-L1 CCR slightly enhanced the cytolytic activity of low-affinity HER2 CAR-T cells against SKOV3 cells with or without PD-L1 ( Fig. 7c ) .	PMC7607631	
Wnt3a	Protein				P56704.t			Wnt1	Protein			uniprot	P04628			positive	I	Transcription								Also , the core protein of HCV can promote Wnt3a expression , induce TCF dependent transcription , inhibit GSK3 , increase and stabilize intracellular β-catenin to nucleus transport , and up-regulate the expression of cyclinDl , c-myc , WISP2 , Wnt3a , Wnt1 and CTGF to promote HCC growth , and DNA synthesis for HCC progression [ 42 ] .	PMC9048543	
CD7	Protein				P09564			TP53	Protein			uniprot	P04637			positive	I	NONE			cl:CL:0000037 ++++ cl:CL:0000623 ++++ cl:CL:0000084		uberon:UBERON:0000104			In 2022 , Dai et al. reported a case that haploidentical CD7 CAR-T cells induced remission in an 11-year-old TP53 mutated R/R ETP-ALL / LBL patient , and grade 3 CRS and macrophage activation syndrome were observed but manageable ( 86 ) .	PMC9745195	
NPs	Protein				P0C0P6			arginase 1	Protein			uniprot	P05089			negative	I	NONE		cellosaurus:CVCL_W397	cl:CL:0000235					To another target , tumour associated macrophages , the anti-PD-L1 was used along with the amphiphilic diblock copolymers poly ( mannopyranoside / galactopyranoside methacrylate )-block-polystyrene NPs that upregulated the immunostimulatory IL-12 and downregulated immunosuppressive IL-10 , arginase 1 and CCL22 .	PMC9006034	
NF-kB	Protein				P19838			arginase-1	Protein			uniprot	P05089			positive	I	NONE			cl:CL:0000576					APOE was able to activate LILRB4 on human monocytic AML cells , where SHP-2 was phosphorylated and NF-kB pathway was subsequently activated , resulting in the upregulation of urokinase receptor ( uPAR ) and arginase-1 ( ARG1 ) .	PMC6558778	
NKG2D	Protein				P26718	Other	sl-0487 ++++ uniprot:sl-0258	LFA-1	Protein			uniprot	P05107	Other	sl-0487 ++++ uniprot:sl-0258	positive	I	NONE		cellosaurus:CVCL_D032 ++++ atcc:CCL-86 ++++ cellosaurus:CVCL_0004	cl:CL:0000623 ++++ cl:CL:0000084 ++++ cl:CL:0000910		uberon:UBERON:2005088			As expected , similar to NK cells , signaling pathways ( PI3K , PLC-γ , and Src ) appear to be involved in NKG2D induced activities in CIK cells , as the relevant inhibitors strongly inhibited the cytotoxicity , degranulation , E/T conjugate , and LFA-1 activation . ++++ Taken together , we highlight that NKG2D alone is adequate enough to activate CIK cells , inducing degranulation , IFN-γ secretion , and LFA-1 activation . ++++ NKG2D alone was able to induce LFA-1 activation , and some synergy occurred when it was combined with 2B4 , but 2B4 ligation solely failed to induce any activation . ++++ In contrast , NKG2D ligation was unable to activate the counterpart CD3+ CD56 − subset and failed to induce the cytotoxicity , degranulation , and IFN-γ release , whereas it induced LFA-1 activation on this population and made an impact on E/T conjugate formation . ++++ In agreement with previous studies ( 15 , 20 ) , these data support the idea that NKG2D acts as an activating receptor for CIK cells and also imply that it may provide signals to activate LFA-1 on CIK cells that can enhance the E/T contact . ++++ Our analysis suggests that ( a ) NKG2D ( not 2B4 ) is implicated in CIK cell ( especially CD3+ CD56+ subset )-mediated cytotoxicity , IFN-gamma secretion , E/T conjugate formation , and degranulation ; ( b ) NKG2D alone is adequate enough to induce degranulation , IFN-gamma secretion , and LFA-1 activation in CIK cells , while 2B4 only provides limited synergy with NKG2D ( e.g ., in LFA-1 activation ) ; and ( c ) NKG2D was unable to costimulate CD3 .	PMC8529192	
NKG2D	Protein				P26718			LFA-1	Protein			uniprot	P05107			positive	I	NONE			cl:CL:0000623					Hence , NKG2D alone is sufficient to induce not only degranulation and IFN-γ secretion but also activation of LFA-1 in CIK cells , while 2B4 provides only synergistic signal in activation of LFA-1 .	PMC8529192	
2B4	Protein				Q9BZW8	Other	sl-0487 ++++ uniprot:sl-0258	LFA-1	Protein			uniprot	P05107	Other	sl-0487 ++++ uniprot:sl-0258	positive	I	NONE			cl:CL:0000623 ++++ cl:CL:0000084					In most cases of our study , 2B4 stimulation failed to produce synergistic signals to NKG2D , except in the activation of LFA-1 , suggesting that the synergy of NKG2D and 2B4 indeed exists in CIK cells but it is confined to certain functional responses ( e.g ., LFA-1 activation ) .	PMC8529192	
MDA	Chemical				10964			IL4	Protein			uniprot	P05112			positive	I	NONE			cl:CL:0001063 ++++ cl:CL:0000084		uberon:UBERON:0012282			in the left inferior mammary fat pad ) with 5 × 10 IL4 producing MDA MB 468 cells ( MDA MB 468/IL4 ) ( Fig. 4a ) . ++++ To assess in vivo persistence and evaluate the tumor selectivity of our 2G.4/7ICR T cells , we rechallenged animals who had initially cleared their IL4 producing tumors ( Fig. 4 ) with 5 × 10 MDA MB 468 cells ( right superior mammary fat pad ) or 5 × 10 IL4 producing MDA MB 468 cells ( MDA MB 468/IL4 ) on the left superior mammary fat pad ( Fig. 5a ) .	PMC5944113	
MB	Protein				P02144			IL4	Protein			uniprot	P05112			positive	I	NONE			cl:CL:0000084		uberon:UBERON:0012282			To assess in vivo persistence and evaluate the tumor selectivity of our 2G.4/7ICR T cells , we rechallenged animals who had initially cleared their IL4 producing tumors ( Fig. 4 ) with 5 × 10 MDA MB 468 cells ( right superior mammary fat pad ) or 5 × 10 IL4 producing MDA MB 468 cells ( MDA MB 468/IL4 ) on the left superior mammary fat pad ( Fig. 5a ) .	PMC5944113	
CD28	Protein				P10747			IL-4	Protein			uniprot	P05112			negative	I	NONE			cl:CL:0000815					Notably , both the CD28-Y170F and CD28 AYAA mutations significantly reduced production of IFN-γ and IL-4 in BDD-FVIII-stimulated CAR Tregs , although this was also accompanied by diminished IL-10 production ( Figure 4C ) .	PMC8417451	
CART	Protein				Q16568	Other	sl-0487	IL4	Protein			uniprot	P05112	Other	sl-0487	positive	I	NONE			cl:CL:0000084					CART cells produced both T helper-1 ( TH1 ) cytokines ( interferon-γ ( IFN γ ) , tumor necrosis factor-α ( TNF α ) , and interleukin-2 ( IL2 ) ) and TH2 cytokines ( IL4 and IL6 ) in an antigen specific manner ( Fig. S1 ) .	PMC5486173	
Gal-9	Protein				O00182			IL-6	Protein			uniprot	P05231			positive	I	NONE		cellosaurus:CVCL_3755 ++++ cellosaurus:CVCL_0004	cl:CL:0000623 ++++ cl:CL:0001064		uaz:UA-ORG-92 ++++ uberon:UBERON:0001977			Although we found that Gal-9 treatment significantly increased the production of IFN-γ , IL-6 , and IL-10 in a dose dependent manner , the higher lectin level markedly inhibited the in vitro cytotoxic activity of the ABS cultivated effector NK cells against the target K562 cell line .	PMC8391477	
DC	Protein				O43602			IL-6	Protein			uniprot	P05231			positive	I	NONE								For example , activation of TLR2 on DCs leads to increased sensitivity to IL-6 signaling , which subsequently triggers development of an immunosuppressive DC phenotype ( 67 ) .	PMC8021099	
IL-6	Protein				P05231	Other	go:0070062	DC	Protein			uniprot	O43602	Other	go:0070062	negative	I	NONE		cellosaurus:CVCL_M543	cl:CL:0000235 ++++ cl:CL:0000911 ++++ cl:CL:0000623 ++++ cl:CL:0000969 ++++ cl:CL:0000092 ++++ cl:CL:0000815 ++++ cl:CL:0000451 ++++ cl:CL:0000910 ++++ cl:CL:0000890		uberon:UBERON:0002371 ++++ uberon:UBERON:0000468			MDSCs along with MM cell derived interleukin 10 ( IL-10 ) [ 7,8,9,10 ] , TGF-β , and IL-6 are also known to impair dendritic cell ( DC ) maturation and their antigen presenting function , which further accentuates the immunosuppression [ 6 ] .	PMC8122391	
CD4	Protein				P01730			IL-6	Protein			uniprot	P05231			positive	I	Amount		atcc:CCL-86	cl:CL:0000084 ++++ cl:CL:0001063					We subsequently performed coculture assays against Raji tumor cells and measured IL-6 and TNF-α production at 48 h and found that CD4 selected CAR-T cells produced 71 % and 76 % higher levels of IL-6 and TNF-α compared with unselected CAR-T cells , whereas CD8 selected CAR-T cells produced 99 % and 91 % less of these molecules , respectively ( Fig. 7a ) .	PMC6756044	
CD28	Protein				P10747			IL-6	Protein			uniprot	P05231			positive	I	Amount		cellosaurus:CVCL_3772	cl:CL:0000236					Cytometric bead array analysis of IL-6 , IL-10 , and IFN-γ in the peripheral blood revealed that CD28 CAR-T cell infusion led to higher peak levels of these cytokines ( median peak level of IL-6 , 98.49 pg/mL for CD28 CAR-T versus 43.20 pg/mL for 4-1BB CAR-T ; median peak level of IL-10 , 75.05 pg/mL for CD28 CAR-T versus 31.68 pg/mL for 4-1BB CAR-T ; median peak level of IFN-γ , 37.59 pg/mL for CD28 CAR-T versus 28.78 pg/mL for 4-1BB CAR-T ; Figures 6A and 6B ) .	PMC7378699	
CD28	Protein				P10747			IL-6	Protein			uniprot	P05231			positive	I	NONE		cellosaurus:CVCL_M654	cl:CL:0000084					CD28 can promote the production of IL-2 , IL-6 , IL-10 , and interleukins in addition to enhanced apoptosis , cell cycle progression , cellular metabolism survival , and differentiation [ 28 ] .	PMC9599749	
IL-6	Protein				P05231			monocyte chemotactic protein 1	Protein			uniprot	P13500			positive	I	NONE		cellosaurus:CVCL_3772			uberon:UBERON:0014778			Infusion of either BBz CAR-T or 28z CAR-T cells induced an elevation in multiple interleukins ( ILs ) , such as IL-6 and IL-10 , and inflammatory cytokines , such as granulocyte colony stimulating factor ( G-CSF ) , granulocyte-macrophage colony stimulating factor ( GM-CSF ) , interferon inducible protein-10 ( IP-10 ) , and monocyte chemotactic protein 1 ( MCP-1 ) .	PMC6804784	
MCP-1	Protein				P13500			IL-6	Protein			uniprot	P05231			positive	I	NONE			cl:CL:0000235 ++++ cl:CL:0000738 ++++ cl:CL:0000115 ++++ cl:CL:0000084 ++++ cl:CL:0000576					Other contributing cytokines are the granulocyte-macrophage colony stimulating factor ( GM-CSF ) and monocyte chemoattractant protein-1 ( MCP-1 ) , which , along with TNF-α and IFN-γ , play a role in migration and activation of macrophages and monocytes to produce IL-6 [ 16,17 ] . ++++ Other contributing cytokines are the granulocyte-macrophage colony stimulating factor ( GM-CSF ) and monocyte chemoattractant protein-1 ( MCP-1 ) , which , along with TNF-α and IFN-γ , play a role in migration and activation of macrophages and monocytes to produce IL-6 [ 16,17 ] .	PMC10378049	
IL1RA	Protein				P14778			IL6	Protein			uniprot	P05231			positive	I	NONE		cellosaurus:CVCL_8824 ++++ cellosaurus:CVCL_0092	cl:CL:0001063 ++++ cl:CL:0000084					CART-aIL6 / IL1RA mediated self neutralization of IL6 storm in treated patients .	PMC8437938	
CD19	Protein				P15391			IL-6	Protein			uniprot	P05231			positive	I	Amount			cl:CL:0001063 ++++ cl:CL:0000084					Both CD19 CAR-T cells and BCMA CAR-T cells produced very low levels of IL-6 .	PMC6562712	
CD40	Protein				P25942			IL-6	Protein			uniprot	P05231			positive	I	NONE					uberon:UBERON:0000178			Notably , systemic CD40 activation also triggered transient elevations in IL-6 and IL-8 .	PMC8021099	
BCMA	Protein				Q02223			IL-6	Protein			uniprot	P05231			positive	I	Amount			cl:CL:0001063 ++++ cl:CL:0000084					Both CD19 CAR-T cells and BCMA CAR-T cells produced very low levels of IL-6 . ++++ Both CD19 CAR-T cells and BCMA CAR-T cells produced very low levels of IL-6 .	PMC6562712	
CD137	Protein				Q07011			IL-6	Protein			uniprot	P05231			positive	I	Secretion		cellosaurus:CVCL_W527	cl:CL:0000084 ++++ cl:CL:0000623		uberon:UBERON:0015875			In addition , CD137 signals into RMS cells and induces IL-6 and IL-8 secretion , which are linked to RMS metastasis and poor prognosis .	PMC7872024	
CRS	Protein				Q15672			IL6	Protein			uniprot	P05231			positive	I	Amount								CAR-T cell levels have been shown to correlate with IL6 after CAR-T cell therapy , and high levels of IL6 drive CRS and are also associated with high survival ( 30 ) .	PMC10468803	
IL-6	Protein				P05231			CRS	Protein			uniprot	Q15672			negative	I	NONE					uberon:UBERON:0000104 ++++ uberon:UBERON:0000062			Because CRS are primarily mediated by IL-6 , IL-6 receptor antagonist tocilizumab is mainly recommended to relieve the clinical symptoms of CRS .	PMC9226391	
IL-6	Protein				P05231			CRS	Protein			uniprot	Q15672			positive	I	NONE					uberon:UBERON:0000104 ++++ uberon:UBERON:0000062			Because CRS are primarily mediated by IL-6 , IL-6 receptor antagonist tocilizumab is mainly recommended to relieve the clinical symptoms of CRS .	PMC9226391	
IL-6	Protein				P05231			CRS	Protein			uniprot	Q15672			negative	I	NONE								It induces near-immediate reversal of CRS symptoms in most patients .	PMC7076393	
IL-6	Protein				P05231			CRS	Protein			uniprot	Q15672			positive	I	NONE			cl:CL:0000786 ++++ cl:CL:0000235 ++++ cl:CL:0000576					As IL-6 and IL-1 significantly contribute to CRS , it is believed that iNOS has a role in CRS .	PMC7349474	
IL-6	Protein				P05231			CRS	Protein			uniprot	Q15672			positive	I	NONE			cl:CL:0000084					Recent studies on CAR T related toxicities have indicated that IL-1 and IL-6 are mediators of CRS , and IL-6 antagonist does not abrogate cytotoxicity of CAR T cells [ 57 , 78 , 79 ] .	PMC6368716	
CRS	Protein				Q15672			IL-6	Protein			uniprot	P05231			negative	I	NONE								For patients who do not respond to IL-6 blockade , another anti-cytokine drug , Siltuximab ( an IL-6 antagonist ) , is encouraged for the treatment of CRS as it blocks IL-6 directly . ++++ For patients who do not respond to IL-6 blockade , another anti-cytokine drug , Siltuximab ( an IL-6 antagonist ) , is encouraged for the treatment of CRS as it blocks IL-6 directly .	PMC8133263	
IL-6	Protein				P05231			CRS	Protein			uniprot	Q15672			positive	I	NONE			cl:CL:0000084					Of course , although we did not observe IL-6-driven effects in our studies , this does not exclude the possibility that IL-6 may cause CRS effects in CAR-T cells in a more clinicalsituation .	PMC9816141	
CRS	Protein				Q15672			IL-6	Protein			uniprot	P05231			positive	I	NONE		cellosaurus:CVCL_E031	cl:CL:0000084 ++++ cl:CL:0000235 ++++ cl:CL:0000576					In a mouse model , the severity of CRS was reduced when monocytes depleted , which provided the major source of IL-1 and IL-6 or can block IL-6 receptor with tociizumab , suggesting that IL-6 inhibitors or anti-IL-6 receptor antibodies may reverse the syndrome ( 48 ) . ++++ In a mouse model , the severity of CRS was reduced when monocytes depleted , which provided the major source of IL-1 and IL-6 or can block IL-6 receptor with tociizumab , suggesting that IL-6 inhibitors or anti-IL-6 receptor antibodies may reverse the syndrome ( 48 ) . ++++ In a mouse model , the severity of CRS was reduced when monocytes depleted , which provided the major source of IL-1 and IL-6 or can block IL-6 receptor with tociizumab , suggesting that IL-6 inhibitors or anti-IL-6 receptor antibodies may reverse the syndrome ( 48 ) .	PMC7405542	
IL-6	Protein				P05231			CRS	Protein			uniprot	Q15672			negative	I	NONE			cl:CL:0001063		uberon:UBERON:0002108 ++++ uberon:UBERON:0002113 ++++ uberon:UBERON:0002048 ++++ uberon:UBERON:0007100 ++++ uberon:UBERON:0002106 ++++ uberon:UBERON:0002107 ++++ uberon:UBERON:0000945 ++++ uberon:UBERON:0000468			It indicated that the PD1 / CD28 CSR could enhance the anti-tumor effect and reduce the incidence of CRS .	PMC8018404	
IL6	Protein				P05231			CRS	Protein			uniprot	Q15672			positive	I	NONE		cellosaurus:CVCL_3772	cl:CL:0000084					IL6 was considered as one of the major cytokines that contributed to CRS [ 14 ] .	PMC8050776	
CRS	Protein				Q15672			IL6	Protein			uniprot	P05231			positive	I	NONE		cellosaurus:CVCL_7955			uberon:UBERON:0000104 ++++ uberon:UBERON:0000120 ++++ uberon:UBERON:0001977			IL6 is one of the most significantly elevated cytokines during CRS and becomes the focus of clinical interest in CRS management , as IL6 signaling blockade by Tocilizumab ( targeting IL6R ) has relieved the most life threatening aspects of CRS in patients .	PMC8437938	
CART	Protein				Q16568	Other	sl-0487	IL6	Protein			uniprot	P05231	Other	sl-0487	positive	I	NONE			cl:CL:0000084					CART cells produced both T helper-1 ( TH1 ) cytokines ( interferon-γ ( IFN γ ) , tumor necrosis factor-α ( TNF α ) , and interleukin-2 ( IL2 ) ) and TH2 cytokines ( IL4 and IL6 ) in an antigen specific manner ( Fig. S1 ) .	PMC5486173	
CART	Protein				Q16568			IL6-	Protein			uniprot	P05231			negative	I	NONE		cellosaurus:CVCL_3772 ++++ cellosaurus:CVCL_Y039 ++++ cellosaurus:CVCL_H943	cl:CL:0000235		uberon:UBERON:0001977			These results suggested that CART secreted aIL6 and IL1RA could effectively prevent significant elevation of IL6 and IL1B during CRS , therefore minimizing IL6- and IL1 associated cytokine toxicity and neurotoxicity . ++++ These results suggested that CART secreted aIL6 and IL1RA could effectively prevent significant elevation of IL6 and IL1B during CRS , therefore minimizing IL6- and IL1 associated cytokine toxicity and neurotoxicity . ++++ The mechanism underlying this interesting phenomenon might be attributed to that macrophages remained activated to synthesize IL6 after tumor eradication , whereas CART secreted anti-IL6 scFv significantly decreased , leading to significant IL6 elevation .	PMC8437938	
